"date","location","gender","sociodemographics","indicators","statistics","scale","value"
"2024-07","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","25.2"
"2024-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","25.4"
"2022-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","3538"
"2022-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","3963"
"2023-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","3998"
"2023-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","3598"
"2024-07","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","4066"
"2024-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","4134"
"2022-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Percentage of persons","units","29.5"
"2022-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Percentage of persons","units","30.4"
"2023-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Percentage of persons","units","33.0"
"2023-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Percentage of persons","units","29.9"
"2024-07","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Percentage of persons","units","27.6"
"2024-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Percentage of persons","units","27.8"
"2022-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Number of persons","thousands","4460"
"2022-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Number of persons","thousands","4625"
"2023-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Number of persons","thousands","5057"
"2023-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Number of persons","thousands","4681"
"2024-07","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Number of persons","thousands","4451"
"2024-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 3","Number of persons","thousands","4527"
"2022-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","47.0"
"2022-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","43.5"
"2023-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","40.8"
"2023-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","47.1"
"2024-07","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","47.2"
"2024-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","46.9"
"2022-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","7096"
"2022-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","6610"
"2023-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","6252"
"2023-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","7364"
"2024-07","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","7600"
"2024-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","7641"
"2022-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Percentage of persons","units","18.3"
"2022-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Percentage of persons","units","21.2"
"2023-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Percentage of persons","units","21.7"
"2023-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Percentage of persons","units","24.1"
"2024-07","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Percentage of persons","units","23.0"
"2024-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Percentage of persons","units","22.3"
"2022-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Number of persons","thousands","2757"
"2022-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Number of persons","thousands","3226"
"2023-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Number of persons","thousands","3342"
"2023-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Number of persons","thousands","3779"
"2024-07","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Number of persons","thousands","3696"
"2024-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 1 or 2","Number of persons","thousands","3643"
"2022-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 3","Percentage of persons","units","31.9"
"2022-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 3","Percentage of persons","units","33.0"
"2023-04","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 3","Percentage of persons","units","34.7"
"2023-10","Canada (excluding territories)","Total, all persons","25 to 54 years","Confidence in the school system rating of 3","Percentage of persons","units","32.8"
